X1	X2	Y	set
1.7660782926705996	-0.8816297182598971	YES	train
1.2974610753542557	-0.029386746725385986	YES	train
1.0683388612356337	-0.39665040994183665	NO	train
0.004676517105037167	0.6131170542937211	NO	train
1.5676371119676271	-0.664935511238838	YES	train
-0.6176589603492069	-1.0603544372328026	YES	train
1.3965919364458765	-0.5030136223200783	YES	train
1.194560920296866	0.4906236651423471	YES	train
-0.7514725123878028	-0.6026084375988836	NO	train
-0.6250606413121764	-0.41492422100942894	YES	train
-0.18557898298364384	-0.6413848651980889	YES	train
-1.7220696341671304	1.4038155134501484	NO	train
-0.3262792419595088	-0.5757614416559524	YES	train
-0.8092894014182164	-1.220831980436366	YES	train
-1.083871959848558	-0.8294983625236275	YES	train
1.130808594978071	-0.28413474287491575	NO	train
0.8249331740230679	-0.8062272669660693	YES	train
1.2144911903195545	0.24259868865061898	YES	train
-0.6067567172612384	-0.09504804283515973	YES	train
-1.7711455777703276	0.5789195946255586	YES	train
1.478642178927969	-1.4305340593995592	YES	train
0.4699396905199686	-0.48555696433134654	NO	train
0.8643093758447398	0.942360842225476	NO	train
1.0714940306964744	-0.8244192766885655	NO	train
-1.7298247421202044	0.8600593229469579	YES	train
-0.29849521009189695	-0.300225499220393	NO	train
0.08282199822790531	1.581385780483214	NO	train
-1.7667042681291099	0.8746833602587113	YES	train
-1.6371874530623618	0.5560412793781161	NO	train
-0.13859367958355512	0.7383408776265425	NO	train
-0.11908209288713889	0.7315700923365973	NO	train
0.5606197799168333	-1.6493055131892032	YES	train
-1.0409234692552236	0.5514790652199248	NO	train
0.5946198484106545	1.2037386989662302	NO	train
-0.7022603843917611	-0.9861067676543801	YES	train
0.6758602155757789	1.5522709246610202	NO	train
-0.25494099442283086	-0.907180808182375	YES	train
0.4660337719243168	0.8099596326800611	NO	train
0.5440537925350989	0.5780312507152198	NO	train
0.5104212327467764	-1.621716717175449	YES	train
0.14433313372270015	0.3322862884275797	NO	train
